,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
44410,44411,2015,1,25,10,4,121,121,111,110,-2.0,86.0,1027.0,0.0,SE,3.56,0.0,0.0
44411,44412,2015,1,25,11,4,135,134,111,118,-2.0,80.0,1026.0,1.0,SE,4.45,0.0,0.0
44412,44413,2015,1,25,12,4,149,138,131,129,-3.0,69.0,1025.0,2.0,SE,1.79,0.0,0.0
44413,44414,2015,1,25,13,4,129,158,132,-1,-3.0,60.0,1024.0,4.0,NW,0.89,0.0,0.0
44414,44415,2015,1,25,14,4,139,152,125,127,-4.0,55.0,1023.0,4.0,NW,1.79,0.0,0.0
44415,44416,2015,1,25,15,4,157,147,134,127,-4.0,52.0,1022.0,5.0,SE,0.89,0.0,0.0
44416,44417,2015,1,25,16,4,168,164,145,141,-3.0,60.0,1022.0,4.0,SE,1.79,0.0,0.0
44417,44418,2015,1,25,17,4,205,188,180,178,-4.0,64.0,1022.0,2.0,SE,0.89,0.0,0.0
44418,44419,2015,1,25,18,4,206,211,190,177,-4.0,74.0,1023.0,0.0,SE,1.78,0.0,0.0
44419,44420,2015,1,25,19,4,205,209,189,177,-4.0,69.0,1023.0,1.0,SE,2.67,0.0,0.0
44420,44421,2015,1,25,20,4,222,214,190,190,-4.0,80.0,1024.0,-1.0,SE,3.56,0.0,0.0
44421,44422,2015,1,25,21,4,210,213,187,186,-3.0,80.0,1024.0,0.0,SE,1.79,0.0,0.0
44422,44423,2015,1,25,22,4,227,232,213,204,-3.0,80.0,1024.0,0.0,SE,3.58,0.0,0.0
44423,44424,2015,1,25,23,4,236,240,225,214,-3.0,80.0,1024.0,0.0,SE,5.37,0.0,0.0
44424,44425,2015,1,26,0,4,242,245,225,225,-5.0,86.0,1025.0,-3.0,NW,0.45,0.0,0.0
44425,44426,2015,1,26,1,4,246,251,218,214,-5.0,92.0,1024.0,-4.0,NW,1.34,0.0,0.0
44426,44427,2015,1,26,2,4,239,261,229,233,-7.0,92.0,1023.0,-6.0,NW,2.23,0.0,0.0
44427,44428,2015,1,26,3,4,242,270,253,256,-6.0,92.0,1023.0,-5.0,NW,0.89,0.0,0.0
44428,44429,2015,1,26,4,4,235,302,266,253,-7.0,100.0,1023.0,-7.0,NW,2.68,0.0,0.0
44429,44430,2015,1,26,5,4,261,309,274,268,-7.0,92.0,1022.0,-6.0,NW,0.89,0.0,0.0
44430,44431,2015,1,26,6,4,278,300,282,226,-5.0,92.0,1023.0,-4.0,NW,1.79,0.0,0.0
44431,44432,2015,1,26,7,4,207,273,240,172,-4.0,92.0,1024.0,-3.0,NW,4.92,0.0,0.0
44432,44433,2015,1,26,8,4,162,246,203,107,-4.0,86.0,1026.0,-2.0,NW,10.73,0.0,0.0
44433,44434,2015,1,26,9,4,53,-1,40,30,-5.0,64.0,1027.0,1.0,NW,15.65,0.0,0.0
44434,44435,2015,1,26,10,4,20,-1,-1,21,-11.0,32.0,1028.0,4.0,NW,29.51,0.0,0.0
44435,44436,2015,1,26,11,4,22,9,5,7,-14.0,23.0,1029.0,5.0,NW,38.45,0.0,0.0
44436,44437,2015,1,26,12,4,7,-1,8,11,-8.0,41.0,1030.0,4.0,NW,44.26,0.0,0.0
44437,44438,2015,1,26,13,4,12,3,4,8,-14.0,27.0,1030.0,3.0,NE,7.15,0.0,0.0
44438,44439,2015,1,26,14,4,10,6,6,6,-17.0,22.0,1030.0,2.0,NE,14.3,0.0,0.0
44439,44440,2015,1,26,15,4,7,3,9,8,-19.0,19.0,1031.0,2.0,NE,20.11,0.0,0.0
44440,44441,2015,1,26,16,4,3,15,7,11,-20.0,19.0,1031.0,1.0,NE,25.03,0.0,0.0
44441,44442,2015,1,26,17,4,6,9,10,8,-21.0,17.0,1032.0,1.0,NE,29.95,0.0,0.0
44442,44443,2015,1,26,18,4,10,7,9,6,-18.0,24.0,1034.0,0.0,NW,4.92,0.0,0.0
44443,44444,2015,1,26,19,4,10,-1,9,8,-19.0,24.0,1035.0,-1.0,NW,10.73,0.0,0.0
44444,44445,2015,1,26,20,4,11,5,6,8,-20.0,23.0,1036.0,-2.0,NW,15.65,0.0,0.0
44445,44446,2015,1,26,21,4,9,9,7,6,-20.0,25.0,1037.0,-3.0,NW,21.46,0.0,0.0
44446,44447,2015,1,26,22,4,12,6,11,7,-20.0,27.0,1037.0,-4.0,NW,28.61,0.0,0.0
44447,44448,2015,1,26,23,4,9,9,13,13,-21.0,25.0,1038.0,-4.0,NW,34.42,0.0,0.0
44448,44449,2015,1,27,0,4,9,13,8,10,-21.0,27.0,1038.0,-5.0,NW,41.57,0.0,0.0
44449,44450,2015,1,27,1,4,13,12,10,10,-22.0,24.0,1038.0,-5.0,NW,48.72,0.0,0.0
44450,44451,2015,1,27,2,4,7,14,14,14,-22.0,24.0,1038.0,-5.0,NW,56.77,0.0,0.0
44451,44452,2015,1,27,3,4,9,12,11,10,-22.0,26.0,1038.0,-6.0,NW,62.58,0.0,0.0
44452,44453,2015,1,27,4,4,8,9,10,15,-22.0,34.0,1038.0,-9.0,NW,64.37,0.0,0.0
44453,44454,2015,1,27,5,4,5,10,10,16,-22.0,34.0,1037.0,-9.0,NW,66.16,0.0,0.0
44454,44455,2015,1,27,6,4,-1,12,13,13,-22.0,39.0,1037.0,-11.0,NW,69.29,0.0,0.0
44455,44456,2015,1,27,7,4,14,12,-1,11,-22.0,39.0,1038.0,-11.0,NW,72.42,0.0,0.0
44456,44457,2015,1,27,8,4,13,15,13,11,-20.0,40.0,1038.0,-9.0,NW,75.55,0.0,0.0
44457,44458,2015,1,27,9,4,19,12,16,16,-21.0,29.0,1039.0,-6.0,NE,3.13,0.0,0.0
44458,44459,2015,1,27,10,4,13,19,13,15,-20.0,25.0,1039.0,-3.0,NW,4.02,0.0,0.0
44459,44460,2015,1,27,11,4,11,13,8,16,-20.0,23.0,1039.0,-2.0,NW,8.94,0.0,0.0
44460,44461,2015,1,27,12,4,12,14,13,10,-20.0,23.0,1038.0,-2.0,NE,4.02,0.0,0.0
44461,44462,2015,1,27,13,4,8,14,11,14,-20.0,22.0,1037.0,-1.0,NE,8.04,0.0,0.0
44462,44463,2015,1,27,14,4,10,12,11,11,-20.0,22.0,1035.0,-1.0,NE,12.06,0.0,0.0
44463,44464,2015,1,27,15,4,9,16,12,14,-21.0,18.0,1035.0,0.0,NE,15.19,0.0,0.0
44464,44465,2015,1,27,16,4,13,24,20,23,-20.0,20.0,1034.0,0.0,NE,16.98,0.0,0.0
44465,44466,2015,1,27,17,4,20,27,24,28,-20.0,22.0,1034.0,-1.0,NE,17.87,0.0,0.0
44466,44467,2015,1,27,18,4,24,43,30,32,-20.0,25.0,1034.0,-3.0,SE,0.89,0.0,0.0
44467,44468,2015,1,27,19,4,35,53,35,48,-21.0,23.0,1035.0,-3.0,SE,1.79,0.0,0.0
44468,44469,2015,1,27,20,4,45,64,37,41,-19.0,37.0,1035.0,-7.0,NW,1.79,0.0,0.0
44469,44470,2015,1,27,21,4,53,48,37,43,-17.0,41.0,1035.0,-6.0,NW,0.89,0.0,0.0
44470,44471,2015,1,27,22,4,52,40,43,41,-18.0,41.0,1036.0,-7.0,NW,1.79,0.0,0.0
44471,44472,2015,1,27,23,4,53,38,36,40,-18.0,41.0,1036.0,-7.0,NW,4.92,0.0,0.0
44472,44473,2015,1,28,0,4,49,47,36,47,-17.0,52.0,1037.0,-9.0,NW,6.71,0.0,0.0
44473,44474,2015,1,28,1,4,42,56,53,26,-18.0,32.0,1037.0,-4.0,NE,0.89,0.0,0.0
44474,44475,2015,1,28,2,4,25,27,21,27,-17.0,44.0,1037.0,-7.0,NE,1.79,0.0,0.0
44475,44476,2015,1,28,3,4,16,15,15,11,-18.0,32.0,1035.0,-4.0,NE,6.71,0.0,0.0
44476,44477,2015,1,28,4,4,11,11,10,8,-19.0,30.0,1035.0,-4.0,NE,11.63,0.0,0.0
44477,44478,2015,1,28,5,4,12,7,10,9,-19.0,32.0,1035.0,-5.0,NW,3.13,0.0,0.0
44478,44479,2015,1,28,6,4,10,8,9,8,-19.0,32.0,1035.0,-5.0,NE,4.02,0.0,0.0
44479,44480,2015,1,28,7,4,10,15,11,11,-19.0,32.0,1036.0,-5.0,NE,7.15,0.0,0.0
44480,44481,2015,1,28,8,4,10,13,12,17,-19.0,32.0,1036.0,-5.0,NE,10.28,0.0,0.0
44481,44482,2015,1,28,9,4,13,16,9,29,-19.0,27.0,1037.0,-3.0,NE,13.41,0.0,0.0
44482,44483,2015,1,28,10,4,15,17,14,20,-19.0,25.0,1037.0,-2.0,NE,18.33,0.0,0.0
44483,44484,2015,1,28,11,4,15,19,16,15,-19.0,24.0,1037.0,-1.0,NE,20.12,0.0,0.0
44484,44485,2015,1,28,12,4,20,19,25,18,-20.0,20.0,1036.0,0.0,SE,1.79,0.0,0.0
44485,44486,2015,1,28,13,4,28,24,20,31,-20.0,20.0,1034.0,0.0,SE,3.58,0.0,0.0
44486,44487,2015,1,28,14,4,35,37,32,33,-20.0,20.0,1033.0,0.0,SE,3.13,0.0,0.0
44487,44488,2015,1,28,15,4,45,45,39,39,-20.0,19.0,1032.0,1.0,SE,0.89,0.0,0.0
44488,44489,2015,1,28,16,4,47,51,49,49,-20.0,20.0,1032.0,0.0,SE,2.68,0.0,0.0
44489,44490,2015,1,28,17,4,46,78,60,66,-18.0,26.0,1032.0,-1.0,SE,1.79,0.0,0.0
44490,44491,2015,1,28,18,4,54,86,82,85,-17.0,28.0,1032.0,-1.0,SE,3.58,0.0,0.0
44491,44492,2015,1,28,19,4,59,97,100,88,-16.0,33.0,1032.0,-2.0,SE,5.37,0.0,0.0
44492,44493,2015,1,28,20,4,77,112,99,101,-15.0,36.0,1032.0,-2.0,SE,7.16,0.0,0.0
44493,44494,2015,1,28,21,4,-1,130,115,116,-15.0,36.0,1032.0,-2.0,SE,8.95,0.0,0.0
44494,44495,2015,1,28,22,4,-1,132,128,119,-14.0,42.0,1032.0,-3.0,SE,10.74,0.0,0.0
44495,44496,2015,1,28,23,4,90,129,116,115,-14.0,39.0,1032.0,-2.0,SE,12.53,0.0,0.0
44496,44497,2015,1,29,0,4,137,120,127,118,-14.0,39.0,1031.0,-2.0,SE,15.66,0.0,0.0
44497,44498,2015,1,29,1,4,148,121,128,126,-15.0,36.0,1030.0,-2.0,SE,17.45,0.0,0.0
44498,44499,2015,1,29,2,4,141,121,131,112,-14.0,39.0,1030.0,-2.0,SE,18.34,0.0,0.0
44499,44500,2015,1,29,3,4,108,97,101,95,-12.0,49.0,1029.0,-3.0,SE,19.23,0.0,0.0
44500,44501,2015,1,29,4,4,110,101,102,99,-9.0,58.0,1029.0,-2.0,SE,24.15,0.0,0.0
44501,44502,2015,1,29,5,4,99,88,97,91,-6.0,79.0,1029.0,-3.0,SE,28.17,0.0,0.0
44502,44503,2015,1,29,6,4,91,87,86,93,-6.0,79.0,1029.0,-3.0,SE,31.3,0.0,0.0
44503,44504,2015,1,29,7,4,83,85,86,90,-6.0,79.0,1029.0,-3.0,SE,33.09,0.0,0.0
44504,44505,2015,1,29,8,4,89,81,89,83,-6.0,79.0,1029.0,-3.0,SE,34.88,0.0,0.0
44505,44506,2015,1,29,9,4,105,89,99,100,-6.0,74.0,1029.0,-2.0,NW,3.13,0.0,0.0
44506,44507,2015,1,29,10,4,133,111,118,115,-6.0,63.0,1030.0,0.0,NW,1.79,0.0,0.0
44507,44508,2015,1,29,11,4,-1,112,115,108,-8.0,50.0,1029.0,1.0,NW,1.79,0.0,0.0
44508,44509,2015,1,29,12,4,-1,68,77,48,-12.0,32.0,1028.0,3.0,NW,5.81,0.0,0.0
44509,44510,2015,1,29,13,4,11,16,21,14,-15.0,23.0,1027.0,4.0,NW,9.83,0.0,0.0
44510,44511,2015,1,29,14,4,11,13,12,12,-17.0,18.0,1027.0,5.0,NW,16.98,0.0,0.0
44511,44512,2015,1,29,15,4,9,11,11,10,-19.0,16.0,1027.0,4.0,NW,25.92,0.0,0.0
44512,44513,2015,1,29,16,4,8,10,10,9,-20.0,15.0,1027.0,4.0,NW,37.99,0.0,0.0
44513,44514,2015,1,29,17,4,10,7,12,9,-20.0,16.0,1028.0,3.0,NW,47.82,0.0,0.0
44514,44515,2015,1,29,18,4,14,11,14,15,-20.0,19.0,1029.0,1.0,NW,56.76,0.0,0.0
44515,44516,2015,1,29,19,4,12,13,12,14,-21.0,17.0,1030.0,1.0,NW,65.7,0.0,0.0
44516,44517,2015,1,29,20,4,11,15,15,12,-22.0,17.0,1031.0,0.0,NW,75.53,0.0,0.0
44517,44518,2015,1,29,21,4,16,9,12,14,-20.0,22.0,1032.0,-1.0,NW,84.47,0.0,0.0
44518,44519,2015,1,29,22,4,9,12,8,11,-19.0,25.0,1033.0,-2.0,NW,92.52,0.0,0.0
44519,44520,2015,1,29,23,4,6,8,8,9,-19.0,27.0,1033.0,-3.0,NW,98.33,0.0,0.0
44520,44521,2015,1,30,0,4,9,7,7,5,-20.0,27.0,1034.0,-4.0,NW,102.35,0.0,0.0
44521,44522,2015,1,30,1,4,10,8,8,10,-21.0,23.0,1034.0,-3.0,NW,109.5,0.0,0.0
44522,44523,2015,1,30,2,4,12,10,9,8,-21.0,25.0,1034.0,-4.0,NW,115.31,0.0,0.0
44523,44524,2015,1,30,3,4,13,11,10,10,-20.0,32.0,1034.0,-6.0,SE,0.89,0.0,0.0
44524,44525,2015,1,30,4,4,13,12,10,11,-20.0,34.0,1034.0,-7.0,NW,0.89,0.0,0.0
44525,44526,2015,1,30,5,4,10,10,11,15,-20.0,37.0,1034.0,-8.0,NW,1.79,0.0,0.0
44526,44527,2015,1,30,6,4,13,9,10,12,-20.0,40.0,1035.0,-9.0,NW,4.92,0.0,0.0
44527,44528,2015,1,30,7,4,11,10,9,11,-19.0,44.0,1035.0,-9.0,NW,9.84,0.0,0.0
44528,44529,2015,1,30,8,4,13,25,10,12,-19.0,37.0,1037.0,-7.0,NW,14.76,0.0,0.0
44529,44530,2015,1,30,9,4,13,21,10,14,-19.0,27.0,1037.0,-3.0,NW,20.57,0.0,0.0
44530,44531,2015,1,30,10,4,14,12,13,10,-19.0,27.0,1037.0,-3.0,NE,4.02,0.0,0.0
44531,44532,2015,1,30,11,4,11,13,12,12,-19.0,25.0,1038.0,-2.0,NW,3.13,0.0,0.0
44532,44533,2015,1,30,12,4,10,8,-1,16,-19.0,22.0,1037.0,0.0,NW,6.26,0.0,0.0
44533,44534,2015,1,30,13,4,7,7,14,10,-21.0,17.0,1036.0,1.0,NW,9.39,0.0,0.0
44534,44535,2015,1,30,14,4,8,7,10,17,-22.0,16.0,1035.0,1.0,SE,1.79,0.0,0.0
44535,44536,2015,1,30,15,4,8,9,9,9,-22.0,16.0,1035.0,1.0,SE,2.68,0.0,0.0
44536,44537,2015,1,30,16,4,9,12,8,9,-22.0,14.0,1034.0,2.0,SE,1.79,0.0,0.0
44537,44538,2015,1,30,17,4,11,12,7,9,-22.0,16.0,1035.0,1.0,NE,0.89,0.0,0.0
44538,44539,2015,1,30,18,4,15,11,14,16,-20.0,22.0,1035.0,-1.0,NE,1.79,0.0,0.0
44539,44540,2015,1,30,19,4,18,17,19,21,-21.0,23.0,1036.0,-3.0,NW,0.45,0.0,0.0
44540,44541,2015,1,30,20,4,23,15,14,6,-21.0,20.0,1038.0,-1.0,NW,4.02,0.0,0.0
44541,44542,2015,1,30,21,4,-1,10,9,7,-20.0,22.0,1039.0,-1.0,NW,8.04,0.0,0.0
44542,44543,2015,1,30,22,4,12,17,14,13,-21.0,27.0,1039.0,-5.0,NE,3.13,0.0,0.0
44543,44544,2015,1,30,23,4,10,23,11,10,-20.0,29.0,1039.0,-5.0,NW,4.02,0.0,0.0
44544,44545,2015,1,31,0,4,9,18,10,9,-20.0,32.0,1039.0,-6.0,NW,7.15,0.0,0.0
44545,44546,2015,1,31,1,4,9,32,12,17,-20.0,37.0,1039.0,-8.0,NW,10.28,0.0,0.0
44546,44547,2015,1,31,2,4,15,28,23,27,-20.0,37.0,1039.0,-8.0,NW,13.41,0.0,0.0
44547,44548,2015,1,31,3,4,13,25,27,21,-20.0,37.0,1040.0,-8.0,NW,16.54,0.0,0.0
44548,44549,2015,1,31,4,4,16,13,18,12,-21.0,27.0,1039.0,-5.0,NE,3.13,,
44549,44550,2015,1,31,5,4,11,16,13,9,-21.0,27.0,1039.0,-5.0,NE,8.05,0.0,0.0
44550,44551,2015,1,31,6,4,9,15,14,12,-21.0,27.0,1039.0,-5.0,NE,12.07,0.0,0.0
44551,44552,2015,1,31,7,4,10,20,15,23,-22.0,29.0,1040.0,-7.0,NE,15.2,0.0,0.0
44552,44553,2015,1,31,8,4,12,22,13,17,-21.0,29.0,1040.0,-6.0,NE,19.22,0.0,0.0
44553,44554,2015,1,31,9,4,13,39,14,22,-21.0,25.0,1041.0,-4.0,NE,23.24,0.0,0.0
44554,44555,2015,1,31,10,4,20,22,23,26,-21.0,20.0,1041.0,-1.0,NW,4.02,0.0,0.0
44555,44556,2015,1,31,11,4,22,18,19,20,-23.0,15.0,1040.0,0.0,NW,7.15,0.0,0.0
44556,44557,2015,1,31,12,4,24,20,23,26,-24.0,14.0,1039.0,0.0,NE,1.79,0.0,0.0
44557,44558,2015,1,31,13,4,21,21,21,18,-23.0,12.0,1038.0,3.0,NW,3.13,0.0,0.0
44558,44559,2015,1,31,14,4,16,18,15,11,-23.0,12.0,1036.0,3.0,NW,4.92,0.0,0.0
44559,44560,2015,1,31,15,4,17,10,9,-1,-23.0,11.0,1036.0,4.0,SE,1.79,0.0,0.0
44560,44561,2015,1,31,16,4,17,16,16,-1,-23.0,11.0,1035.0,4.0,SE,2.68,0.0,0.0
44561,44562,2015,1,31,17,4,35,27,29,-1,-24.0,13.0,1035.0,1.0,SE,1.79,0.0,0.0
44562,44563,2015,1,31,18,4,62,49,58,50,-19.0,24.0,1036.0,-1.0,SE,2.68,0.0,0.0
44563,44564,2015,1,31,19,4,86,72,78,74,-21.0,17.0,1036.0,1.0,SE,6.7,0.0,0.0
44564,44565,2015,1,31,20,4,101,87,94,90,-20.0,19.0,1037.0,1.0,SE,8.49,0.0,0.0
44565,44566,2015,1,31,21,4,127,108,112,110,-20.0,19.0,1037.0,1.0,NE,1.79,0.0,0.0
44566,44567,2015,1,31,22,4,140,218,120,111,-17.0,38.0,1037.0,-5.0,NE,2.68,0.0,0.0
44567,44568,2015,1,31,23,4,150,123,132,130,-17.0,44.0,1036.0,-7.0,NE,0.89,0.0,0.0
44568,44569,2015,2,1,0,4,146,130,134,113,-17.0,41.0,1036.0,-6.0,NE,1.78,0.0,0.0
44569,44570,2015,2,1,1,4,118,125,114,143,-18.0,44.0,1037.0,-8.0,NW,1.79,0.0,0.0
44570,44571,2015,2,1,2,4,130,173,153,138,-18.0,44.0,1037.0,-8.0,NW,4.92,0.0,0.0
44571,44572,2015,2,1,3,4,114,156,152,119,-18.0,48.0,1036.0,-9.0,NW,6.71,0.0,0.0
44572,44573,2015,2,1,4,4,93,116,127,73,-19.0,44.0,1036.0,-9.0,NW,8.5,0.0,0.0
44573,44574,2015,2,1,5,4,37,73,85,40,-19.0,47.0,1036.0,-10.0,NW,10.29,0.0,0.0
44574,44575,2015,2,1,6,4,28,49,48,44,-19.0,44.0,1035.0,-9.0,NW,12.08,0.0,0.0
44575,44576,2015,2,1,7,4,36,36,31,37,-18.0,48.0,1035.0,-9.0,NW,15.21,0.0,0.0
44576,44577,2015,2,1,8,4,45,42,39,39,-18.0,41.0,1036.0,-7.0,NW,18.34,0.0,0.0
44577,44578,2015,2,1,9,4,37,40,39,39,-18.0,32.0,1036.0,-4.0,NW,20.13,0.0,0.0
44578,44579,2015,2,1,10,4,36,34,37,44,-18.0,26.0,1036.0,-1.0,NE,4.02,0.0,0.0
44579,44580,2015,2,1,11,4,42,39,36,37,-21.0,18.0,1036.0,0.0,NW,1.79,0.0,0.0
44580,44581,2015,2,1,12,4,48,149,39,34,-20.0,20.0,1036.0,0.0,SE,0.89,0.0,0.0
44581,44582,2015,2,1,13,4,41,32,31,31,-20.0,19.0,1034.0,1.0,SE,2.68,0.0,0.0
44582,44583,2015,2,1,14,4,47,39,38,41,-20.0,16.0,1033.0,3.0,SE,3.57,0.0,0.0
44583,44584,2015,2,1,15,4,82,71,74,69,-21.0,15.0,1033.0,3.0,SE,1.79,0.0,0.0
44584,44585,2015,2,1,16,4,106,90,89,85,-20.0,16.0,1033.0,3.0,SE,1.79,0.0,0.0
44585,44586,2015,2,1,17,4,143,124,124,118,-19.0,19.0,1033.0,2.0,SE,0.89,0.0,0.0
44586,44587,2015,2,1,18,4,156,207,142,129,-19.0,20.0,1033.0,1.0,SE,1.78,0.0,0.0
44587,44588,2015,2,1,19,4,142,145,128,121,-17.0,30.0,1033.0,-2.0,SE,2.67,0.0,0.0
44588,44589,2015,2,1,20,4,142,136,129,125,-14.0,42.0,1034.0,-3.0,NE,0.89,0.0,0.0
44589,44590,2015,2,1,21,4,151,154,131,136,-14.0,42.0,1034.0,-3.0,NE,1.78,0.0,0.0
44590,44591,2015,2,1,22,4,167,166,143,139,-14.0,45.0,1034.0,-4.0,NE,0.89,0.0,0.0
44591,44592,2015,2,1,23,4,176,196,142,145,-14.0,49.0,1034.0,-5.0,SE,1.79,0.0,0.0
44592,44593,2015,2,2,0,4,174,212,143,148,-15.0,42.0,1034.0,-4.0,NW,0.89,0.0,0.0
44593,44594,2015,2,2,1,4,183,203,150,185,-16.0,41.0,1034.0,-5.0,NW,1.78,0.0,0.0
44594,44595,2015,2,2,2,4,220,225,180,283,-15.0,48.0,1034.0,-6.0,NW,2.67,0.0,0.0
44595,44596,2015,2,2,3,4,263,326,338,266,-15.0,52.0,1034.0,-7.0,NW,0.89,0.0,0.0
44596,44597,2015,2,2,4,4,295,284,286,225,-16.0,56.0,1033.0,-9.0,NW,0.89,0.0,0.0
44597,44598,2015,2,2,5,4,224,251,220,132,-16.0,52.0,1033.0,-8.0,NW,0.89,0.0,0.0
44598,44599,2015,2,2,6,4,101,127,116,81,-16.0,52.0,1033.0,-8.0,NW,2.68,0.0,0.0
44599,44600,2015,2,2,7,4,-1,86,89,80,-16.0,56.0,1033.0,-9.0,NW,4.47,0.0,0.0
44600,44601,2015,2,2,8,4,82,77,90,77,-16.0,48.0,1033.0,-7.0,NW,0.89,0.0,0.0
44601,44602,2015,2,2,9,4,90,92,92,91,-16.0,38.0,1034.0,-4.0,NW,3.13,0.0,0.0
44602,44603,2015,2,2,10,4,105,110,114,110,-16.0,33.0,1034.0,-2.0,NW,4.92,0.0,0.0
44603,44604,2015,2,2,11,4,136,127,128,116,-18.0,22.0,1034.0,1.0,NW,6.71,0.0,0.0
44604,44605,2015,2,2,12,4,159,137,144,133,-17.0,22.0,1033.0,2.0,NW,8.5,0.0,0.0
44605,44606,2015,2,2,13,4,174,150,154,144,-17.0,22.0,1032.0,2.0,SE,0.89,0.0,0.0
44606,44607,2015,2,2,14,4,178,158,163,152,-16.0,23.0,1032.0,3.0,SE,2.68,0.0,0.0
44607,44608,2015,2,2,15,4,190,168,171,167,-16.0,23.0,1031.0,3.0,SE,4.47,0.0,0.0
44608,44609,2015,2,2,16,4,190,186,187,182,-15.0,25.0,1031.0,3.0,SE,1.79,0.0,0.0
44609,44610,2015,2,2,17,4,174,195,201,199,-15.0,27.0,1031.0,2.0,NE,0.89,0.0,0.0
44610,44611,2015,2,2,18,4,167,218,205,218,-12.0,39.0,1032.0,0.0,NE,1.79,0.0,0.0
44611,44612,2015,2,2,19,4,182,192,169,162,-15.0,29.0,1032.0,1.0,SE,0.89,0.0,0.0
44612,44613,2015,2,2,20,4,182,143,153,151,-14.0,31.0,1033.0,1.0,SE,1.79,0.0,0.0
44613,44614,2015,2,2,21,4,135,134,142,119,-10.0,37.0,1033.0,3.0,SE,7.6,0.0,0.0
44614,44615,2015,2,2,22,4,153,139,143,135,-4.0,74.0,1034.0,0.0,SE,11.62,0.1,0.1
44615,44616,2015,2,2,23,4,132,118,124,109,-3.0,86.0,1033.0,-1.0,SE,13.41,0.0,0.0
44616,44617,2015,2,3,0,4,114,99,103,95,-3.0,86.0,1033.0,-1.0,NE,0.89,0.0,0.0
44617,44618,2015,2,3,1,4,123,102,104,125,-3.0,92.0,1032.0,-2.0,NE,1.78,0.0,0.0
44618,44619,2015,2,3,2,4,150,122,115,140,-4.0,92.0,1032.0,-3.0,NE,0.89,0.0,0.0
44619,44620,2015,2,3,3,4,182,143,151,153,-4.0,92.0,1032.0,-3.0,NW,1.79,0.0,0.0
44620,44621,2015,2,3,4,4,194,183,153,161,-5.0,92.0,1032.0,-4.0,NW,2.68,0.0,0.0
44621,44622,2015,2,3,5,4,191,198,188,195,-6.0,92.0,1032.0,-5.0,NE,0.89,0.0,0.0
44622,44623,2015,2,3,6,4,199,192,201,189,-6.0,92.0,1031.0,-5.0,NE,0.89,0.0,0.0
44623,44624,2015,2,3,7,4,205,195,195,190,-5.0,92.0,1032.0,-4.0,NW,0.89,0.0,0.0
44624,44625,2015,2,3,8,4,215,207,189,216,-6.0,92.0,1033.0,-5.0,NW,2.68,0.0,0.0
44625,44626,2015,2,3,9,4,230,233,226,224,-4.0,86.0,1033.0,-2.0,NW,4.47,0.0,0.0
44626,44627,2015,2,3,10,4,230,224,219,199,-6.0,63.0,1033.0,0.0,NW,6.26,0.0,0.0
44627,44628,2015,2,3,11,4,196,169,163,138,-10.0,40.0,1032.0,2.0,NW,8.05,0.0,0.0
44628,44629,2015,2,3,12,4,128,112,120,93,-9.0,35.0,1032.0,5.0,NW,9.84,0.0,0.0
44629,44630,2015,2,3,13,4,74,71,75,66,-9.0,30.0,1031.0,7.0,NW,11.63,0.0,0.0
44630,44631,2015,2,3,14,4,68,67,65,63,-9.0,28.0,1030.0,8.0,NW,17.44,0.0,0.0
44631,44632,2015,2,3,15,4,60,65,64,52,-10.0,26.0,1029.0,8.0,NW,24.59,0.0,0.0
44632,44633,2015,2,3,16,4,49,47,49,-1,-11.0,24.0,1029.0,8.0,NW,32.64,0.0,0.0
44633,44634,2015,2,3,17,4,30,30,32,28,-12.0,24.0,1029.0,7.0,NW,39.79,0.0,0.0
44634,44635,2015,2,3,18,4,13,16,17,22,-14.0,22.0,1029.0,6.0,NW,47.84,0.0,0.0
44635,44636,2015,2,3,19,4,11,13,15,15,-16.0,18.0,1030.0,6.0,NW,53.65,0.0,0.0
44636,44637,2015,2,3,20,4,13,13,16,26,-15.0,21.0,1030.0,5.0,NW,59.46,0.0,0.0
44637,44638,2015,2,3,21,4,20,15,16,19,-18.0,18.0,1031.0,4.0,NW,71.53,0.0,0.0
44638,44639,2015,2,3,22,4,11,14,15,17,-18.0,21.0,1032.0,2.0,NW,82.71,0.0,0.0
44639,44640,2015,2,3,23,4,11,14,12,15,-17.0,26.0,1033.0,0.0,NW,90.76,0.0,0.0
44640,44641,2015,2,4,0,4,14,11,13,18,-15.0,31.0,1033.0,0.0,NW,99.7,0.0,0.0
44641,44642,2015,2,4,1,4,11,11,13,12,-15.0,33.0,1033.0,-1.0,NW,107.75,0.0,0.0
44642,44643,2015,2,4,2,4,12,8,12,14,-15.0,33.0,1033.0,-1.0,NW,115.8,0.0,0.0
44643,44644,2015,2,4,3,4,13,10,12,11,-15.0,36.0,1033.0,-2.0,NW,120.72,0.0,0.0
44644,44645,2015,2,4,4,4,9,5,8,9,-15.0,33.0,1033.0,-1.0,NW,129.66,0.0,0.0
44645,44646,2015,2,4,5,4,13,6,6,10,-16.0,30.0,1033.0,-1.0,NW,140.84,0.0,0.0
44646,44647,2015,2,4,6,4,9,8,6,8,-16.0,33.0,1033.0,-2.0,NW,149.78,0.0,0.0
